cog_id,root,Dscore,Statistic,Pvalue,AdjPvalue,clade_name,protein_id,ssp_id,preferred_name
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0074669,7227,CG7646
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0074671,7227,Nca
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0077183,7227,CG31960
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0077184,7227,CG31958
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0077478,7227,CG17237
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0078381,7227,elm
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0078699,7227,TpnC25D
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0080611,7227,CG31802
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0081181,7227,sunz
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0081198,7227,CG15177
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0081199,7227,sowi
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0082151,7227,d-cup
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0082344,7227,CG14362
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0083396,7227,CG17272
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0084276,7227,CG5024
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0084277,7227,CG17770
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0084565,7227,Mlc1
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0085411,7227,TpnC4
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0086204,7227,Cbp53E
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0087280,7227,TpnC47D
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0087929,7227,CG11165
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0087930,7227,CG30378
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0088546,7227,TpnC73F
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0088688,7227,Mlc2
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0111566,7227,CG34402
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0111647,7227,CG34434
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0111648,7227,CG34435
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0289916,7227,CG11041
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0290370,7227,CG5890
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0290950,7227,CG2256
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0291175,7227,Acam
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0291978,7227,CG42683
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0292372,7227,CG42750
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0293260,7227,Cib2
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0293502,7227,Cam
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0300667,7227,CanB
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0300803,7227,Mlc-c
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0301600,7227,CanB2
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0301709,7227,TpnC41C
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0304470,7227,CG33098
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0304876,7227,CG17493
COG5126,32,1,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0305513,7227,Frq2
COG1727,32,0.9958,7.661,9.23e-15,5.88e-11,Metamonada,FBpp0076602,7227,RpL18
KOG3330,32,0.9361,7.66,9.29e-15,5.92e-11,Metamonada,FBpp0088818,7227,Bet3
KOG0668,32,0.9288,7.66,9.31e-15,5.93e-11,Metamonada,FBpp0110433,7227,CkIIalpha
COG0020,32,0.9711,7.657,9.51e-15,6.06e-11,Metamonada,FBpp0077626,7227,Tango14
COG0020,32,0.9711,7.657,9.51e-15,6.06e-11,Metamonada,FBpp0303850,7227,CG10778
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0075822,7227,Vha16-2
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0079709,7227,Vha16-5
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0082464,7227,VhaPPA1-1
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0085134,7227,ATPsynC
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0085483,7227,Vha16-1
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0086218,7227,Vha16-4
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0288461,7227,VhaPPA1-2
COG0636,32,1,7.656,9.57e-15,6.1e-11,Metamonada,FBpp0291555,7227,Vha16-3
KOG0598,32,0.9867,7.655,9.64e-15,6.14e-11,Metamonada,FBpp0074405,7227,Pk17E
KOG0598,32,0.9867,7.655,9.64e-15,6.14e-11,Metamonada,FBpp0288689,7227,CG32944
KOG0598,32,0.9867,7.655,9.64e-15,6.14e-11,Metamonada,FBpp0305462,7227,S6k
KOG1009,32,0.9646,7.653,9.81e-15,6.25e-11,Metamonada,FBpp0087402,7227,Caf1-105
COG2157,32,0.9776,7.652,9.87e-15,6.28e-11,Metamonada,FBpp0086103,7227,RpL18A
COG1896,32,0.8929,7.652,9.89e-15,6.3e-11,Metamonada,FBpp0078921,7227,CG11050
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0071350,7227,CG2990
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0073433,7227,Upf1
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0075443,7227,CG9425
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0083940,7227,CG6204
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0100102,7227,armi
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0271875,7227,CG7504
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0289504,7227,CG6967
COG1112,32,1,7.65,1.01e-14,6.4e-11,Metamonada,FBpp0292959,7227,CG6701
COG0005,32,0.8508,7.649,1.01e-14,6.46e-11,Metamonada,FBpp0072003,7227,CG18128
COG0005,32,0.8508,7.649,1.01e-14,6.46e-11,Metamonada,FBpp0086072,7227,Mtap
COG0005,32,0.8508,7.649,1.01e-14,6.46e-11,Metamonada,FBpp0288492,7227,CG31115
COG0005,32,0.8508,7.649,1.01e-14,6.46e-11,Metamonada,FBpp0303831,7227,CG16758
KOG0581,32,0.9595,7.646,1.04e-14,6.61e-11,Metamonada,FBpp0071248,7227,Dsor1
COG5101,32,0.9998,7.645,1.05e-14,6.66e-11,Metamonada,FBpp0070093,7227,ebo
COG5101,32,0.9998,7.645,1.05e-14,6.66e-11,Metamonada,FBpp0074528,7227,Ranbp21
COG5101,32,0.9998,7.645,1.05e-14,6.66e-11,Metamonada,FBpp0079278,7227,emb
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0070997,7227,CG3040
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0071392,7227,CG32687
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0071509,7227,Lapsyn
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0071588,7227,CG10307
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0071729,7227,Gp150
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0071760,7227,wdp
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0072202,7227,CG3494
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0072242,7227,CG4781
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0072828,7227,Pxn
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0073214,7227,CG13708
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0073218,7227,CG7509
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0073587,7227,CG15744
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0074587,7227,CG14185
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0075360,7227,Tollo
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0075570,7227,caps
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0075624,7227,trn
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0076033,7227,CG32055
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0076139,7227,CG6749
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0076155,7227,CG3408
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0076893,7227,fliI
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0077037,7227,tilB
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0077543,7227,haf
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0077898,7227,Toll-9
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0079369,7227,Toll-4
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0079493,7227,TbCMF46
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0079596,7227,CG5096
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0079836,7227,kek2
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080064,7227,kek4
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080080,7227,Tehao
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080089,7227,ics
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080183,7227,rk
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080311,7227,kek3
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080314,7227,CG18480
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080437,7227,CG5888
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080522,7227,Lrch
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0080582,7227,rdo
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0081104,7227,MstProx
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0081291,7227,CG7800
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0081991,7227,CG6959
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0082311,7227,f-cup
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0082877,7227,sds22
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0082888,7227,Sur-8
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0083079,7227,CG7702
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0083429,7227,CG5810
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0083431,7227,CG10824
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0084220,7227,alrm
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0084273,7227,Lgr3
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0084431,7227,Tl
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0084911,7227,CG7896
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0085139,7227,chp
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0085182,7227,kek6
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0085620,7227,18w
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0085624,7227,CG11099
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0085638,7227,Toll-7
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0086049,7227,swi2
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0086538,7227,Lap1
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0086669,7227,conv
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0087638,7227,CG8800
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0088015,7227,U2A
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0088876,7227,CG8852
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0111505,7227,Fili
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0111700,7227,Lrrk
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0112612,7227,Ppr-Y
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0288412,7227,CG14325
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0288694,7227,Cep97
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0289593,7227,CG34411
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0290118,7227,CG18249
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0290651,7227,2mit
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0291294,7227,lbk
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0291490,7227,Lrt
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0292105,7227,CG42709
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0292334,7227,CG18095
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0293292,7227,CG14762
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0294006,7227,CG16974
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0294010,7227,CG4168
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0294014,7227,CG10839
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0297411,7227,Toll-6
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0297617,7227,CG1504
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0300852,7227,scrib
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0300937,7227,CG5819
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0301163,7227,kek5
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0301699,7227,Con
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0303575,7227,sli
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0303960,7227,atk
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0304061,7227,Lrr47
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0304137,7227,Sclp
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0304454,7227,ltl
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0304518,7227,kek1
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0305326,7227,hfw
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0305380,7227,CG42346
COG4886,32,1,7.644,1.05e-14,6.72e-11,Metamonada,FBpp0305739,7227,CG4950
COG0564,32,0.9996,7.643,1.06e-14,6.76e-11,Metamonada,FBpp0079629,7227,RluA-1
COG0564,32,0.9996,7.643,1.06e-14,6.76e-11,Metamonada,FBpp0293072,7227,RluA-2
KOG0313,32,0.9657,7.642,1.07e-14,6.83e-11,Metamonada,FBpp0079780,7227,CG6724
COG5329,32,1,7.641,1.08e-14,6.88e-11,Metamonada,FBpp0077133,7227,CG17840
COG5329,32,1,7.641,1.08e-14,6.88e-11,Metamonada,FBpp0110191,7227,CG7956
COG5329,32,1,7.641,1.08e-14,6.88e-11,Metamonada,FBpp0292309,7227,Sac1
KOG0110,32,0.9982,7.64,1.09e-14,6.94e-11,Metamonada,FBpp0072281,7227,Eap
KOG0110,32,0.9982,7.64,1.09e-14,6.94e-11,Metamonada,FBpp0076112,7227,CG3335
KOG4265,32,0.8662,7.637,1.11e-14,7.06e-11,Metamonada,FBpp0073674,7227,CG9941
KOG4265,32,0.8662,7.637,1.11e-14,7.06e-11,Metamonada,FBpp0080921,7227,CG2617
KOG2512,32,0.9312,7.636,1.12e-14,7.14e-11,Metamonada,FBpp0077173,7227,CG31961
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0072323,7227,pain
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0072423,7227,pyx
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0072557,7227,Rabex-5
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0072675,7227,CG13933
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0073304,7227,CG1657
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0074473,7227,CG7423
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0074816,7227,MYPT-75D
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0075275,7227,mib1
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0075785,7227,rols
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0076095,7227,CG10809
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0076526,7227,CG7457
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0077370,7227,CG3104
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0077962,7227,Ilk
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0078645,7227,CG31919
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0078668,7227,CG9121
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0079487,7227,CG5846
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0079586,7227,CG31715
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0080287,7227,l(2)35Be
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0080402,7227,cact
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0080686,7227,mib2
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0081017,7227,CG8679
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0081250,7227,wtrw
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0082855,7227,m-cup
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0084091,7227,CG11168
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0084264,7227,Tnks
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0084688,7227,CG10011
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0085558,7227,Fem-1
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0086903,7227,Sans
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0087345,7227,dgo
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0087866,7227,Gasz
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0088238,7227,Ank
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0088375,7227,Rel
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0111700,7227,Lrrk
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0111842,7227,CG10249
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0112103,7227,CG9766
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0112148,7227,CG6966
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0112713,7227,CG41099
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0288938,7227,CG42284
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0289319,7227,CG42391
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0290110,7227,sowah
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0290120,7227,CG42534
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0290307,7227,CG4393
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0291845,7227,CG42672
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0292244,7227,Ank2
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0292547,7227,CG30271
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0293023,7227,f
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0293383,7227,nompC
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0293495,7227,Prosap
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0293580,7227,mask
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0300535,7227,Mbs
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0301175,7227,Atac3
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0303962,7227,CG8003
COG0666,32,1,7.635,1.13e-14,7.19e-11,Metamonada,FBpp0304207,7227,TrpA1
COG0633,32,0.9751,7.633,1.15e-14,7.31e-11,Metamonada,FBpp0289999,7227,CG1319
COG0633,32,0.9751,7.633,1.15e-14,7.31e-11,Metamonada,FBpp0292527,7227,Fdxh
COG1717,32,0.9353,7.632,1.15e-14,7.34e-11,Metamonada,FBpp0084959,7227,RpL32
COG5063,32,0.8594,7.631,1.16e-14,7.41e-11,Metamonada,FBpp0073516,7227,Tis11
COG5252,32,0.8941,7.628,1.19e-14,7.59e-11,Metamonada,FBpp0087806,7227,CG8635
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0070921,7227,CG14439
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0071516,7227,MFS16
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0075085,7227,CG9706
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0076594,7227,CG8602
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0085319,7227,CG7882
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0087855,7227,sut1
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0087856,7227,sut2
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0087857,7227,sut3
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0088549,7227,spin
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0289980,7227,CG12194
COG0477,32,0.9792,7.627,1.2e-14,7.64e-11,Metamonada,FBpp0305687,7227,Glut1
KOG3770,32,0.9173,7.626,1.21e-14,7.7e-11,Metamonada,FBpp0084990,7227,CG15533
KOG3770,32,0.9173,7.626,1.21e-14,7.7e-11,Metamonada,FBpp0085006,7227,CG15534
KOG3770,32,0.9173,7.626,1.21e-14,7.7e-11,Metamonada,FBpp0300565,7227,CG3376
KOG3770,32,0.9173,7.626,1.21e-14,7.7e-11,Metamonada,FBpp0305041,7227,CG32052
KOG3770,32,0.9173,7.626,1.21e-14,7.7e-11,Metamonada,FBpp0305053,7227,CG43897
KOG3272,32,0.889,7.625,1.22e-14,7.79e-11,Metamonada,FBpp0070969,7227,CG4593
COG0255,32,0.9988,7.624,1.23e-14,7.8e-11,Metamonada,FBpp0070766,7227,RpL35
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0070025,7227,CG9581
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0078180,7227,CG11367
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0078181,7227,CG32454
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0080509,7227,ApepP
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0082069,7227,Dip-C
COG0006,32,1,7.62,1.26e-14,8.05e-11,Metamonada,FBpp0082118,7227,CG6225
COG0125,32,0.9712,7.62,1.27e-14,8.09e-11,Metamonada,FBpp0303030,7227,CG5757
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0072069,7227,Pask
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0072194,7227,gek
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0073135,7227,wit
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0073249,7227,sev
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0073313,7227,hop
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0073493,7227,LIMK1
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0074061,7227,Rok
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0074249,7227,CG8173
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0077011,7227,Tak1
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0078413,7227,ksr
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0078721,7227,tkv
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0079237,7227,Btk29A
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0079568,7227,Ror
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0080013,7227,Pk34A
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0080716,7227,CG10702
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0080920,7227,ik2
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0081530,7227,FER
COG0515,32,0.9998,7.618,1.29e-14,8.21e-11,Metamonada,FBpp0082463,7227,Sdr
